len, median BS, stdev BS, median IS, stdev IS
97900,15.11,1.6179925834193434,3.91,1.2891470048058915
98000,15.31,1.4744151382836528,3.96,1.3032267646115936
98100,15.61,1.1566762727747124,3.9,1.228820572744451
98200,15.04,1.6365818036383033,3.68,1.139122469271852
98300,15.11,1.6546600859391032,4.03,1.0435995400535596
98400,15.05,1.915071800220556,4.05,1.2439855304624732
98500,15.15,1.4585952145814818,4.09,1.3423486879346964
98600,15.12,1.6749925372968093,3.83,1.2251938622112006
98700,14.94,1.5285287043428408,3.79,1.1857065404222071
98800,15.17,1.7265862272125303,3.87,1.1632282665066223
98900,15.02,1.897261183917492,3.87,1.0922911699725497
99000,15.06,1.4820256408038297,3.74,1.1714947716485975
99100,15.33,1.4286707108357757,3.7,1.1
99200,15.12,1.5892136420255147,3.67,1.225193862211202
99300,15.46,1.1783038657324358,3.68,1.038075141788879
99400,15.53,1.1954497061775542,3.82,1.1258774356030044
99500,15.13,1.6891121928397768,3.82,1.169444312483497
99600,15.22,1.4323407415835094,3.51,1.0049378090210355
99700,15.48,1.3452137376640187,3.97,1.135385397122933
99800,15.09,1.9343991315134537,3.63,1.055035544424926
99900,15.28,1.5104966070799368,3.99,1.135737645761556
